0.0                                     	0.00000000000e+00	0	0.000000000000000
1.0                                     	1.00000000000e+00	1	1.000000000000000
-1.0                                    	-1.00000000000e+00	-1	-1.000000000000000
0.333333333333333     1/3               	3.33333333333e-01	0.33333333333	0.3333333333333330
-0.333333333333333    -1/3              	-3.33333333333e-01	-0.33333333333	-0.3333333333333330
3.1415926535897932385 pi                	3.14159265359e+00	3.1415926536	3.141592653589793
-3.1415926535897932385 negative pi      	-3.14159265359e+00	-3.1415926536	-3.141592653589793
6.2831853071795864769 tau               	6.28318530718e+00	6.2831853072	6.283185307179586
-6.2831853071795864769 negative tau     	-6.28318530718e+00	-6.2831853072	-6.283185307179586
6.62607015e-34        Planck constant   	6.62607015000e-34	6.62607015e-34	6.626070150000000e-34
6.02214076e23         Avogadro constant 	6.02214076000e+23	6.02214076e+23	6.022140760000000e+23
